CPT_CODE,CPT_LONG_DESCRIPTION,CPT_SHORT_DESCRIPTION
00100,"ANESTHESIA FOR PROCEDURES ON SALIVARY GLANDS, INCLUDING BIOPSY","ANESTH, SALIVARY GLAND"
00102,ANESTHESIA FOR PROCEDURES ON PLASTIC REPAIR OF CLEFT LIP,"ANESTH, REPAIR OF CLEFT LIP"
00103,"ANESTHESIA FOR RECONSTRUCTIVE PROCEDURES OF EYELID (EG, BLEPHAROPLASTY, PTOSIS SURGERY)","ANESTH, BLEPHAROPLASTY"
00104,ANESTHESIA FOR ELECTROCONVULSIVE THERAPY,"ANESTH, ELECTROSHOCK"
00120,"ANESTHESIA FOR PROCEDURES ON EXTERNAL, MIDDLE, AND INNER EAR INCLUDING BIOPSY  NOT OTHERWISE SPECIFIED","ANESTH, EAR SURGERY"
00124,"ANESTHESIA FOR PROCEDURES ON EXTERNAL, MIDDLE, AND INNER EAR INCLUDING BIOPSY  OTOSCOPY","ANESTH, EAR EXAM"
00126,"ANESTHESIA FOR PROCEDURES ON EXTERNAL, MIDDLE, AND INNER EAR INCLUDING BIOPSY  TYMPANOTOMY","ANESTH, TYMPANOTOMY"
00140,ANESTHESIA FOR PROCEDURES ON EYE  NOT OTHERWISE SPECIFIED,"ANESTH, PROCEDURES ON EYE"
00142,ANESTHESIA FOR PROCEDURES ON EYE  LENS SURGERY,"ANESTH, LENS SURGERY"
00144,ANESTHESIA FOR PROCEDURES ON EYE  CORNEAL TRANSPLANT,"ANESTH, CORNEAL TRANSPLANT"
00145,ANESTHESIA FOR PROCEDURES ON EYE  VITREORETINAL SURGERY,"ANESTHES,VITREORETINAL SURGERY"
00147,ANESTHESIA FOR PROCEDURES ON EYE  IRIDECTOMY,"ANESTH, IRIDECTOMY"
00148,ANESTHESIA FOR PROCEDURES ON EYE  OPHTHALMOSCOPY,"ANESTH, EYE EXAM"
00160,ANESTHESIA FOR PROCEDURES ON NOSE AND ACCESSORY SINUSES NOT OTHERWISE SPECIFIED,"ANESTH, NOSE/SINUS SURGERY"
00162,ANESTHESIA FOR PROCEDURES ON NOSE AND ACCESSORY SINUSES RADICAL SURGERY,"ANESTH, NOSE/SINUS SURGERY"
00164,"ANESTHESIA FOR PROCEDURES ON NOSE AND ACCESSORY SINUSES BIOPSY, SOFT TISSUE","ANESTH, BIOPSY OF NOSE"
00170,"ANESTHESIA FOR INTRAORAL PROCEDURES, INCLUDING BIOPSY NOT OTHERWISE SPECIFIED","ANESTH, PROCEDURE ON MOUTH"
00172,"ANESTHESIA FOR INTRAORAL PROCEDURES, INCLUDING BIOPSY REPAIR OF CLEFT PALATE","ANESTH, CLEFT PALATE REPAIR"
00174,"ANESTHESIA FOR INTRAORAL PROCEDURES, INCLUDING BIOPSY EXCISION OF RETROPHARYNGEAL TUMOR","ANESTH, PHARYNGEAL SURGERY"
00176,"ANESTHESIA FOR INTRAORAL PROCEDURES, INCLUDING BIOPSY RADICAL SURGERY","ANESTH, PHARYNGEAL SURGERY"
00190,ANESTHESIA FOR PROCEDURES ON FACIAL BONES OR SKULL NOT OTHERWISE SPECIFIED,"ANES,FACIAL BONE/SKULL NOS"
00192,ANESTHESIA FOR PROCEDURES ON FACIAL BONES OR SKULL RADICAL SURGERY (INCLUDING PROGNATHISM),"ANES,FACE BNE/SKULL RADCL SURG"
00210,ANESTHESIA FOR INTRACRANIAL PROCEDURES NOT OTHERWISE SPECIFIED,"ANESTH, OPEN HEAD SURGERY"
00212,ANESTHESIA FOR INTRACRANIAL PROCEDURES SUBDURAL TAPS,"ANESTH, SKULL DRAINAGE"
00214,"ANESTHESIA FOR INTRACRANIAL PROCEDURES BURR HOLES, INCLUDING VENTRICULOGRAPHY","ANESTH, SKULL DRAINAGE"
00215,"ANESTHESIA FOR INTRACRANIAL PROCEDURES CRANIOPLASTY OR ELEVATION OF DEPRESSED SKULL FRACTURE, EXTRADURAL (SIMPLE OR COMPOUND)","ANES INTRACRN CRANIOPLS,XTRADR"
00216,ANESTHESIA FOR INTRACRANIAL PROCEDURES VASCULAR PROCEDURES,"ANESTH, HEAD VESSEL SURGERY"
00218,ANESTHESIA FOR INTRACRANIAL PROCEDURES PROCEDURES IN SITTING POSITION,"ANESTH, SPECIAL HEAD SURGERY"
00220,ANESTHESIA FOR INTRACRANIAL PROCEDURES CEREBROSPINAL FLUID SHUNTING PROCEDURES,"ANESTH, INTRCRN NERVE"
00222,ANESTHESIA FOR INTRACRANIAL PROCEDURES ELECTROCOAGULATION OF INTRACRANIAL NERVE,"ANESTH, HEAD NERVE SURGERY"
00300,"ANESTHESIA FOR ALL PROCEDURES ON THE INTEGUMENTARY SYSTEM, MUSCLES AND NERVES OF HEAD, NECK, AND POSTERIOR TRUNK, NOT OTHERWISE SPECIFIED","ANESTH, HEAD/NECK/PTRUNK"
74190,"PERITONEOGRAM (EG, AFTER INJECTION OF AIR OR CONTRAST), RADIOLOGICAL SUPERVISION AND INTERPRETATION",X-RAY EXAM OF PERITONEUM,
74210,RADIOLOGIC EXAMINATION PHARYNX AND/OR CERVICAL ESOPHAGUS,CONTRST X-RAY EXAM OF THROAT,
74220,RADIOLOGIC EXAMINATION ESOPHAGUS,"CONTRAST X-RAY, ESOPHAGUS",
74230,"SWALLOWING FUNCTION, WITH CINERADIOGRAPHY/VIDEORADIOGRAPHY","CINE/VIDEO X-RAY, THROAT/ESO",
74235,"REMOVAL OF FOREIGN BODY(S), ESOPHAGEAL, WITH USE OF BALLOON CATHETER, RADIOLOGICAL SUPERVISION AND INTERPRETATION",REMOVE ESOPHAGUS OBSTRUCTION,
74240,"RADIOLOGIC EXAMINATION, GASTROINTESTINAL TRACT, UPPER WITH OR WITHOUT DELAYED FILMS, WITHOUT KUB","X-RAY EXAM, UPPER GI TRACT",
74241,"RADIOLOGIC EXAMINATION, GASTROINTESTINAL TRACT, UPPER WITH OR WITHOUT DELAYED FILMS, WITH KUB","X-RAY EXAM, UPPER GI TRACT",
74245,"RADIOLOGIC EXAMINATION, GASTROINTESTINAL TRACT, UPPER WITH SMALL INTESTINE, INCLUDES MULTIPLE SERIAL FILMS","X-RAY EXAM, UPPER GI TRACT",
74246,"RADIOLOGICAL EXAMINATION, GASTROINTESTINAL TRACT, UPPER, AIR CONTRAST, WITH SPECIFIC HIGH DENSITY BARIUM, EFFERVESCENT AGENT, WITH OR WITHOUT G",CONTRST X-RAY UPPR GI TRACT,"AGON WITH OR WITHOUT DELAYED FILMS, WITHOUT KUB"
74247,"RADIOLOGICAL EXAMINATION, GASTROINTESTINAL TRACT, UPPER, AIR CONTRAST, WITH SPECIFIC HIGH DENSITY BARIUM, EFFERVESCENT AGENT, WITH OR WITHOUT G",CONTRST X-RAY UPPR GI TRACT,"AGON WITH OR WITHOUT DELAYED FILMS, WITH KUB"
74249,"RADIOLOGICAL EXAMINATION, GASTROINTESTINAL TRACT, UPPER, AIR CONTRAST, WITH SPECIFIC HIGH DENSITY BARIUM, EFFERVESCENT AGENT, WITH OR WITHOUT G",CONTRST X-RAY UPPR GI TRACT,AGON WITH SMALL INTESTINE FOLLOW-THROUGH
74250,"RADIOLOGIC EXAMINATION, SMALL INTESTINE, INCLUDES MULTIPLE SERIAL FILMS ",X-RAY EXAM OF SMALL BOWEL,
74251,"RADIOLOGIC EXAMINATION, SMALL INTESTINE, INCLUDES MULTIPLE SERIAL FILMS VIA ENTEROCLYSIS TUBE",X-RAY EXAM OF SMALL BOWEL,
74260,"DUODENOGRAPHY, HYPOTONIC",X-RAY EXAM OF SMALL BOWEL,
74270,"RADIOLOGIC EXAMINATION, COLON BARIUM ENEMA, WITH OR WITHOUT KUB",CONTRAST X-RAY EXAM OF COLON,
74280,"RADIOLOGIC EXAMINATION, COLON AIR CONTRAST WITH SPECIFIC HIGH DENSITY BARIUM, WITH OR WITHOUT GLUCAGON",CONTRAST X-RAY EXAM OF COLON,
74283,"BARIUM ENEMA, THERAPEUTIC, FOR REDUCTION OF INTUSSUSCEPTION",CONTRAST X-RAY EXAM OF COLON,
74290,"CHOLECYSTOGRAPHY, ORAL CONTRAST ","CONTRAST X-RAY, GALLBLADDER",
74291,"CHOLECYSTOGRAPHY, ORAL CONTRAST ADDITIONAL OR REPEAT EXAMINATION OR MULTIPLE DAY EXAMINATION","CONTRAST X-RAYS, GALLBLADDER",
74300,"CHOLANGIOGRAPHY AND/OR PANCREATOGRAPHY INTRAOPERATIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION",X-RAY BILE DUCTS/PANCREAS,
74301,"CHOLANGIOGRAPHY AND/OR PANCREATOGRAPHY ADDITIONAL SET INTRAOPERATIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION (LIST SEPARATELY IN ADDITION",X-RAYS AT SURGERY ADD-ON,CODE FOR PRIMARY PROCEDURE)
74305,"CHOLANGIOGRAPHY AND/OR PANCREATOGRAPHY THROUGH EXISTING CATHETER, RADIOLOGICAL SUPERVISION AND INTERPRETATION",X-RAY BILE DUCTS/PANCREAS,
74320,"CHOLANGIOGRAPHY, PERCUTANEOUS, TRANSHEPATIC, RADIOLOGICAL SUPERVISION AND INTERPRETATION",CONTRAST X-RAY OF BILE DUCTS,
74327,"POSTOPERATIVE BILIARY DUCT CALCULUS REMOVAL, PERCUTANEOUS VIA T-TUBE TRACT, BASKET, OR SNARE (EG, BURHENNE TECHNIQUE), RADIOLOGICAL SUPERVISION",X-RAY BILE STONE REMOVAL,D INTERPRETATION
74328,"ENDOSCOPIC CATHETERIZATION OF THE BILIARY DUCTAL SYSTEM, RADIOLOGICAL SUPERVISION AND INTERPRETATION",XRAY BILE DUCT ENDOSCOPY,
74329,"ENDOSCOPIC CATHETERIZATION OF THE PANCREATIC DUCTAL SYSTEM, RADIOLOGICAL SUPERVISION AND INTERPRETATION",X-RAY FOR PANCREAS ENDOSCOPY,
74330,"COMBINED ENDOSCOPIC CATHETERIZATION OF THE BILIARY AND PANCREATIC DUCTAL SYSTEMS, RADIOLOGICAL SUPERVISION AND INTERPRETATION",X-RAY BILE/PANC ENDOSCOPY,
74340,"INTRODUCTION OF LONG GASTROINTESTINAL TUBE (EG, MILLER-ABBOTT), INCLUDING MULTIPLE FLUOROSCOPIES AND FILMS, RADIOLOGICAL SUPERVISION AND INTERP",X-RAY GUIDE FOR GI TUBE,ATION
74350,"PERCUTANEOUS PLACEMENT OF GASTROSTOMY TUBE, RADIOLOGICAL SUPERVISION AND INTERPRETATION","X-RAY GUIDE, STOMACH TUBE",
74355,"PERCUTANEOUS PLACEMENT OF ENTEROCLYSIS TUBE, RADIOLOGICAL SUPERVISION AND INTERPRETATION","X-RAY GUIDE, INTESTINAL TUBE",
74360,"INTRALUMINAL DILATION OF STRICTURES AND/OR OBSTRUCTIONS (EG, ESOPHAGUS), RADIOLOGICAL SUPERVISION AND INTERPRETATION","X-RAY GUIDE, GI DILATION",
74363,"PERCUTANEOUS TRANSHEPATIC DILATION OF BILIARY DUCT STRICTURE WITH OR WITHOUT PLACEMENT OF STENT, RADIOLOGICAL SUPERVISION AND INTERPRETATION","X-RAY, BILE DUCT DILATION",
74400,"UROGRAPHY (PYELOGRAPHY), INTRAVENOUS, WITH OR WITHOUT KUB, WITH OR WITHOUT TOMOGRAPHY ","CONTRST X-RAY, URINARY TRACT",
74410,"UROGRAPHY, INFUSION, DRIP TECHNIQUE AND/OR BOLUS TECHNIQUE ","CONTRST X-RAY, URINARY TRACT",
74415,"UROGRAPHY, INFUSION, DRIP TECHNIQUE AND/OR BOLUS TECHNIQUE WITH NEPHROTOMOGRAPHY","CONTRST X-RAY, URINARY TRACT",
74420,"UROGRAPHY, RETROGRADE, WITH OR WITHOUT KUB","CONTRST X-RAY, URINARY TRACT",
74425,"UROGRAPHY, ANTEGRADE, (PYELOSTOGRAM, NEPHROSTOGRAM, LOOPOGRAM), RADIOLOGICAL SUPERVISION AND INTERPRETATION","CONTRST X-RAY, URINARY TRACT",
74430,"CYSTOGRAPHY, MINIMUM OF THREE VIEWS, RADIOLOGICAL SUPERVISION AND INTERPRETATION","CONTRAST X-RAY, BLADDER",
74440,"VASOGRAPHY, VESICULOGRAPHY, OR EPIDIDYMOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION","X-RAY, MALE GENITAL TRACT",
74445,"CORPORA CAVERNOSOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION",X-RAY EXAM OF PENIS,
74450,"URETHROCYSTOGRAPHY, RETROGRADE, RADIOLOGICAL SUPERVISION AND INTERPRETATION","X-RAY, URETHRA/BLADDER",
74455,"URETHROCYSTOGRAPHY, VOIDING, RADIOLOGICAL SUPERVISION AND INTERPRETATION","X-RAY, URETHRA/BLADDER",
74470,"RADIOLOGIC EXAMINATION, RENAL CYST STUDY, TRANSLUMBAR, CONTRAST VISUALIZATION, RADIOLOGICAL SUPERVISION AND INTERPRETATION",X-RAY EXAM OF KIDNEY LESION,
74475,"INTRODUCTION OF INTRACATHETER OR CATHETER INTO RENAL PELVIS FOR DRAINAGE AND/OR INJECTION, PERCUTANEOUS, RADIOLOGICAL SUPERVISION AND INTERPRET","X-RAY CONTROL, CATH INSERT",ON
74480,"INTRODUCTION OF URETERAL CATHETER OR STENT INTO URETER THROUGH RENAL PELVIS FOR DRAINAGE AND/OR INJECTION, PERCUTANEOUS, RADIOLOGICAL SUPERVISI","X-RAY CONTROL, CATH INSERT",AND INTERPRETATION
74485,"DILATION OF NEPHROSTOMY, URETERS, OR URETHRA, RADIOLOGICAL SUPERVISION AND INTERPRETATION","X-RAY GUIDE, GU DILATION",
74710,"PELVIMETRY, WITH OR WITHOUT PLACENTAL LOCALIZATION",X-RAY MEASUREMENT OF PELVIS,
74740,"HYSTEROSALPINGOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION","X-RAY, FEMALE GENITAL TRACT",
74742,"TRANSCERVICAL CATHETERIZATION OF FALLOPIAN TUBE, RADIOLOGICAL SUPERVISION AND INTERPRETATION","X-RAY, FALLOPIAN TUBE",
74775,"PERINEOGRAM (EG, VAGINOGRAM, FOR SEX DETERMINATION OR EXTENT OF ANOMALIES)",X-RAY EXAM OF PERINEUM,
75552,CARDIAC MAGNETIC RESONANCE IMAGING FOR MORPHOLOGY WITHOUT CONTRAST MATERIAL,"MAGNETIC IMAGE, MYOCARDIUM",
75553,CARDIAC MAGNETIC RESONANCE IMAGING FOR MORPHOLOGY WITH CONTRAST MATERIAL,"MAGNETIC IMAGE, MYOCARDIUM",
75554,"CARDIAC MAGNETIC RESONANCE IMAGING FOR FUNCTION, WITH OR WITHOUT MORPHOLOGY COMPLETE STUDY",CARDIAC MRI/FUNCTION,
75555,"CARDIAC MAGNETIC RESONANCE IMAGING FOR FUNCTION, WITH OR WITHOUT MORPHOLOGY LIMITED STUDY",CARDIAC MRI/LIMITED STUDY,
75556,CARDIAC MAGNETIC RESONANCE IMAGING FOR VELOCITY FLOW MAPPING,CARDIAC MRI/FLOW MAPPING,
75600,"AORTOGRAPHY, THORACIC, WITHOUT SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION",CONTRAST X-RAY EXAM OF AORTA,
75605,"AORTOGRAPHY, THORACIC, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION",CONTRAST X-RAY EXAM OF AORTA,
75625,"AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION",CONTRAST X-RAY EXAM OF AORTA,
75630,"AORTOGRAPHY, ABDOMINAL PLUS BILATERAL ILIOFEMORAL LOWER EXTREMITY, CATHETER, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION","X-RAY AORTA, LEG ARTERIES",
75635,"COMPUTD TOMOGRAPH ANGIOGRAPHY,ABDOMIN AORTA & BILATRL ILIOFEMORAL LOW EXTREMITY RUNOFF,RADLGICL SUPRVSN & INTR PRETATN, WO CONTRAST MATERIAL,FL","CT ANGIO,ABDM AORT,BILAT ILIOF","CONTRST MTRIAL & FURTHR SECT,INCL IMGE POST-PROCESS"
75650,"ANGIOGRAPHY, CERVICOCEREBRAL, CATHETER, INCLUDING VESSEL ORIGIN, RADIOLOGICAL SUPERVISION AND INTERPRETATION","ARTERY X-RAYS, HEAD & NECK",
75658,"ANGIOGRAPHY, BRACHIAL, RETROGRADE, RADIOLOGICAL SUPERVISION AND INTERPRETATION","ARTERY X-RAYS, ARM",
75660,"ANGIOGRAPHY, EXTERNAL CAROTID, UNILATERAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION","ARTERY X-RAYS, HEAD & NECK",
75662,"ANGIOGRAPHY, EXTERNAL CAROTID, BILATERAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION","ARTERY X-RAYS, HEAD & NECK",
75665,"ANGIOGRAPHY, CAROTID, CEREBRAL, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION","ARTERY X-RAYS, HEAD & NECK",
75671,"ANGIOGRAPHY, CAROTID, CEREBRAL, BILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION","ARTERY X-RAYS, HEAD & NECK",
75676,"ANGIOGRAPHY, CAROTID, CERVICAL, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION","ARTERY X-RAYS, NECK",
75680,"ANGIOGRAPHY, CAROTID, CERVICAL, BILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION","ARTERY X-RAYS, NECK",
75685,"ANGIOGRAPHY, VERTEBRAL, CERVICAL, AND/OR INTRACRANIAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION","ARTERY X-RAYS, SPINE",
75705,"ANGIOGRAPHY, SPINAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION","ARTERY X-RAYS, SPINE",
75710,"ANGIOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION","ARTERY X-RAYS, ARM/LEG",
75716,"ANGIOGRAPHY, EXTREMITY, BILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION","ARTERY X-RAYS, ARMS/LEGS",
75722,"ANGIOGRAPHY, RENAL, UNILATERAL, SELECTIVE (INCLUDING FLUSH AORTOGRAM), RADIOLOGICAL SUPERVISION AND INTERPRETATION","ARTERY X-RAYS, KIDNEY",
75724,"ANGIOGRAPHY, RENAL, BILATERAL, SELECTIVE (INCLUDING FLUSH AORTOGRAM), RADIOLOGICAL SUPERVISION AND INTERPRETATION","ARTERY X-RAYS, KIDNEYS",
75726,"ANGIOGRAPHY, VISCERAL, SELECTIVE OR SUPRASELECTIVE, (WITH OR WITHOUT FLUSH AORTOGRAM), RADIOLOGICAL SUPERVISION AND INTERPRETATION","ARTERY X-RAYS, ABDOMEN",
75731,"ANGIOGRAPHY, ADRENAL, UNILATERAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION","ARTERY X-RAYS, ADRENAL GLAND",
75733,"ANGIOGRAPHY, ADRENAL, BILATERAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION","ARTERY X-RAYS, ADRENALS",
75736,"ANGIOGRAPHY, PELVIC, SELECTIVE OR SUPRASELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION","ARTERY X-RAYS, PELVIS",
75741,"ANGIOGRAPHY, PULMONARY, UNILATERAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION","ARTERY X-RAYS, LUNG",
75743,"ANGIOGRAPHY, PULMONARY, BILATERAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION","ARTERY X-RAYS, LUNGS",
75746,"ANGIOGRAPHY, PULMONARY, BY NONSELECTIVE CATHETER OR VENOUS INJECTION, RADIOLOGICAL SUPERVISION AND INTERPRETATION","ARTERY X-RAYS, LUNG",
75756,"ANGIOGRAPHY, INTERNAL MAMMARY, RADIOLOGICAL SUPERVISION AND INTERPRETATION","ARTERY X-RAYS, CHEST",
75774,"ANGIOGRAPHY, SELECTIVE, EACH ADDITIONAL VESSEL STUDIED AFTER BASIC EXAMINATION, RADIOLOGICAL SUPERVISION AND INTERPRETATION (LIST SEPARATELY IN","ARTERY X-RAY, EACH VESSEL",DITION TO CODE FOR PRIMARY PROCEDURE)
75790,"ANGIOGRAPHY, ARTERIOVENOUS SHUNT (EG, DIALYSIS PATIENT), RADIOLOGICAL SUPERVISION AND INTERPRETATION",VISUALIZE A-V SHUNT,
75801,"LYMPHANGIOGRAPHY, EXTREMITY ONLY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION","LYMPH VESSEL X-RAY, ARM/LEG",
75803,"LYMPHANGIOGRAPHY, EXTREMITY ONLY, BILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION","LYMPH VESSEL X-RAY,ARMS/LEGS",
75805,"LYMPHANGIOGRAPHY, PELVIC/ABDOMINAL, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION","LYMPH VESSEL X-RAY, TRUNK",
75807,"LYMPHANGIOGRAPHY, PELVIC/ABDOMINAL, BILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION","LYMPH VESSEL X-RAY, TRUNK",
75809,"SHUNTOGRAM FOR INVESTIGATION OF PREVIOUSLY PLACED INDWELLING NONVASCULAR SHUNT (EG, LEVEEN SHUNT, VENTRICULOPERITONEAL SHUNT, INDWELLING INFUSI","SHUNTOGRM,INVSTIGTN PRV PLCD","PUMP), RADIOLOGICAL S AND I"
75810,"SPLENOPORTOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION","VEIN X-RAY, SPLEEN/LIVER"
75820,"VENOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION","VEIN X-RAY, ARM/LEG"
75822,"VENOGRAPHY, EXTREMITY, BILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION","VEIN X-RAY, ARMS/LEGS"
75825,"VENOGRAPHY, CAVAL, INFERIOR, WITH SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION","VEIN X-RAY, TRUNK"
75827,"VENOGRAPHY, CAVAL, SUPERIOR, WITH SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION","VEIN X-RAY, CHEST"
75831,"VENOGRAPHY, RENAL, UNILATERAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION","VEIN X-RAY, KIDNEY"
75833,"VENOGRAPHY, RENAL, BILATERAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION","VEIN X-RAY, KIDNEYS"
75840,"VENOGRAPHY, ADRENAL, UNILATERAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION","VEIN X-RAY, ADRENAL GLAND"
75842,"VENOGRAPHY, ADRENAL, BILATERAL, SELECTIVE, RADIOLOGICAL SUPERVISION AND INTERPRETATION","VEIN X-RAY, ADRENAL GLANDS"
75860,"VENOGRAPHY, SINUS OR JUGULAR, CATHETER, RADIOLOGICAL SUPERVISION AND INTERPRETATION","VEIN X-RAY, NECK"
75870,"VENOGRAPHY, SUPERIOR SAGITTAL SINUS, RADIOLOGICAL SUPERVISION AND INTERPRETATION","VEIN X-RAY, SKULL"
75872,"VENOGRAPHY, EPIDURAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION","VEIN X-RAY, SKULL"
75880,"VENOGRAPHY, ORBITAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION","VEIN X-RAY, EYE SOCKET"
75885,"PERCUTANEOUS TRANSHEPATIC PORTOGRAPHY WITH HEMODYNAMIC EVALUATION, RADIOLOGICAL SUPERVISION AND INTERPRETATION","VEIN X-RAY, LIVER"
75887,"PERCUTANEOUS TRANSHEPATIC PORTOGRAPHY WITHOUT HEMODYNAMIC EVALUATION, RADIOLOGICAL SUPERVISION AND INTERPRETATION","VEIN X-RAY, LIVER"
75889,"HEPATIC VENOGRAPHY, WEDGED OR FREE, WITH HEMODYNAMIC EVALUATION, RADIOLOGICAL SUPERVISION AND INTERPRETATION","VEIN X-RAY, LIVER"
75891,"HEPATIC VENOGRAPHY, WEDGED OR FREE, WITHOUT HEMODYNAMIC EVALUATION, RADIOLOGICAL SUPERVISION AND INTERPRETATION","VEIN X-RAY, LIVER",
75893,"VENOUS SAMPLING THROUGH CATHETER, WITH OR WITHOUT ANGIOGRAPHY (EG, FOR PARATHYROID HORMONE, RENIN), RADIOLOGICAL SUPERVISION AND INTERPRETATION",VENOUS SAMPLING BY CATHETER,
75894,"TRANSCATHETER THERAPY, EMBOLIZATION, ANY METHOD, RADIOLOGICAL SUPERVISION AND INTERPRETATION","X-RAYS, TRANSCATH THERAPY",
75896,"TRANSCATHETER THERAPY, INFUSION, ANY METHOD (EG, THROMBOLYSIS OTHER THAN CORONARY), RADIOLOGICAL SUPERVISION AND INTERPRETATION","X-RAYS, TRANSCATH THERAPY",
75898,"ANGIOGRAPHY THROUGH EXISTING CATHETER FOR FOLLOW-UP STUDY FOR TRANSCATHETER THERAPY, EMBOLIZATION OR INFUSION",FOLLOW-UP ANGIOGRAPHY,
75900,"EXCHANGE OF A PREVIOUSLY PLACED ARTERIAL CATHETER DURING THROMBOLYTIC THERAPY WITH CONTRAST MONITORING, RADIOLOGICAL SUPERVISION AND INTERPRETA",ARTERIAL CATHETER EXCHANGE,N
75901,"MECHANICAL REMOVAL OF PERICATHETER OBSTRUCTIVE MATERIAL (EG, FIBRIN SHEATH) FROM CENTRAL VENOUS DEVICE VIA SEPARATE VENOUS ACCESS,RADIOLOGIC SU",REMOVE CVA DEVICE OBSTRUCT,VISION&INTERPRETATION
75902,"MECHANICAL REMOVAL OF INTRALUMINAL (INTRACATHETER) OBSTRUCTIVE MATERIAL FROM CENTRAL VENOUS DEVICE THROUGH DEVICE LUMEN, RADIOLOGIC SUPERVISION",REMOVE CVA LUMEN OBSTRUCT,D INTERPRETATION
75940,"PERCUTANEOUS PLACEMENT OF IVC FILTER, RADIOLOGICAL SUPERVISION AND INTERPRETATION","X-RAY PLACEMENT, VEIN FILTER",
75945,"INTRAVASCULAR ULTRASOUND (NON-CORONARY VESSEL), RADIOLOGICAL SUPERVISION AND INTERPRETATION INITIAL VESSEL",INTRAVASCULAR US,
75946,"INTRAVASCULAR ULTRASOUND (NON-CORONARY VESSEL), RADIOLOGICAL SUPERVISION AND INTERPRETATION EACH ADDITIONAL NON-CORONARY VESSEL (LIST SEPARATE",INTRAVASCULAR US ADD-ON,IN ADDITION TO CODE FOR PRIMARY PROCEDURE)
75952,"ENDOVASCULAR REPAIR OF INFRARENAL ABDOMINAL AORTIC ANEURYSM OR DISSECTION, RADIOLOGICAL SUPERVISION AND INTERPRETATION",ENDOVS REP INF ABDM AORT ANEUR,
75953,"PLACEMENT OF PROXIMAL OR DISTAL EXTENSION PROSTHESIS FOR ENDOVASCULAR REPAIR OF INFRARENAL AORTIC OR ILIAC ARTERY ANEURYSM, PSEUDOANEURYSM, OR",PRXM PROS ENDO RPR ART ANRYM,"SECTION, RADIOLOGICAL SUPERVISION AND INTERPRETATI"
75954,"ENDOVASCULAR REPAIR OF ILIAC ARTERY ANEURYSM, PSEUDOANEURYSM, ARTERIOVENOUS MALFORMATION, OR TRAUMA, RADIOLOGICAL SUPERVISION AND INTERPRETATIO",ENDOVAS RPR ILIAC ANEURYSM,
75960,"TRANSCATHETER INTRODUCTION OF INTRAVASCULAR STENT(S), (NON-CORONARY VESSEL), PERCUTANEOUS AND/OR OPEN, RADIOLOGICAL SUPERVISION AND INTERPRETAT","TRANSCATHETER INTRO, STENT",",EACH VESSEL"
